question,label
How to reduce soil acidity?,SOIL_HEALTH
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
How to avoid insects while storing soybean?,STORAGE_GUIDE
What is today's weather?,WEATHER_QUERY
How to store groundnut?,STORAGE_GUIDE
wheat ला blast झाला तर काय करावे?,CROP_DISEASE
What is today's weather?,WEATHER_QUERY
How often to water rice?,IRRIGATION_GUIDE
Is drip irrigation good for millet?,IRRIGATION_GUIDE
cotton साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Storage method for rice,STORAGE_GUIDE
Storage method for maize,STORAGE_GUIDE
rice ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
groundnut ला fungal infection झाला तर काय करावे?,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How often to water grapes?,IRRIGATION_GUIDE
How often to water tomato?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
How much NPK for soybean?,FERTILIZER_SUGGESTION
soybean ke liye beej kaunsa le?,SEED_GUIDE
How much NPK for grapes?,FERTILIZER_SUGGESTION
grapes ke liye beej kaunsa le?,SEED_GUIDE
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
rice कसा साठवावा?,STORAGE_GUIDE
Is drip irrigation good for wheat?,IRRIGATION_GUIDE
When should I irrigate groundnut?,IRRIGATION_GUIDE
How much NPK for pulses?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
How to store tomato?,STORAGE_GUIDE
What is today's weather?,WEATHER_QUERY
wheat साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
wheat ke liye beej kaunsa le?,SEED_GUIDE
Which hybrid seeds are good for rice?,SEED_GUIDE
Which fertilizer is best for cotton?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
Symptoms of root rot in potato,CROP_DISEASE
wheat कसा साठवावा?,STORAGE_GUIDE
Best seed variety for potato?,SEED_GUIDE
Best seed variety for maize?,SEED_GUIDE
tomato ko kaise store kare?,STORAGE_GUIDE
Symptoms of rust in maize,CROP_DISEASE
How to store rice?,STORAGE_GUIDE
sunflower कसा साठवावा?,STORAGE_GUIDE
soybean ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Will it rain today in Mumbai?,WEATHER_QUERY
Symptoms of aphids in banana,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
rice me paani kab dena chahiye?,IRRIGATION_GUIDE
maize me paani kab dena chahiye?,IRRIGATION_GUIDE
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
Which hybrid seeds are good for groundnut?,SEED_GUIDE
Humidity level today?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
potato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
sunflower ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
potato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
How to avoid insects while storing potato?,STORAGE_GUIDE
Is drip irrigation good for potato?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
Is drip irrigation good for cotton?,IRRIGATION_GUIDE
How often to water wheat?,IRRIGATION_GUIDE
Best nutrients for groundnut,FERTILIZER_SUGGESTION
Which hybrid seeds are good for groundnut?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
How to protect potato from rust?,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
How to store maize?,STORAGE_GUIDE
sugarcane कसा साठवावा?,STORAGE_GUIDE
wheat साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
rice me blight ka ilaj kya hai?,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
sugarcane कसा साठवावा?,STORAGE_GUIDE
banana कसा साठवावा?,STORAGE_GUIDE
Will it rain today in Bhopal?,WEATHER_QUERY
Will it rain today in Nagpur?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
Storage method for banana,STORAGE_GUIDE
Will it rain today in Lucknow?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
How often to water pulses?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
Humidity level today?,WEATHER_QUERY
millet ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
sugarcane ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Which hybrid seeds are good for groundnut?,SEED_GUIDE
Best seed variety for cotton?,SEED_GUIDE
Humidity level today?,WEATHER_QUERY
Humidity level today?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
cotton ke liye beej kaunsa le?,SEED_GUIDE
cotton ke liye beej kaunsa le?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
When should I irrigate soybean?,IRRIGATION_GUIDE
Storage method for onion,STORAGE_GUIDE
onion कसा साठवावा?,STORAGE_GUIDE
onion साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How often to water rice?,IRRIGATION_GUIDE
sugarcane ko kaise store kare?,STORAGE_GUIDE
How to protect grapes from root rot?,CROP_DISEASE
Which hybrid seeds are good for groundnut?,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Will it rain today in Pune?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
wheat me paani kab dena chahiye?,IRRIGATION_GUIDE
wheat ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best nutrients for maize,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
wheat ko kaise store kare?,STORAGE_GUIDE
What is today's weather?,WEATHER_QUERY
pulses ko kaise store kare?,STORAGE_GUIDE
How often to water onion?,IRRIGATION_GUIDE
Storage method for millet,STORAGE_GUIDE
Which fertilizer is best for wheat?,FERTILIZER_SUGGESTION
How to store maize?,STORAGE_GUIDE
pulses ko kaise store kare?,STORAGE_GUIDE
How much NPK for banana?,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
Mitti ki upj kaise badhaye?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
tomato me paani kab dena chahiye?,IRRIGATION_GUIDE
Best nutrients for potato,FERTILIZER_SUGGESTION
Which hybrid seeds are good for potato?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
soybean ke liye beej kaunsa le?,SEED_GUIDE
How to store grapes?,STORAGE_GUIDE
How to avoid insects while storing potato?,STORAGE_GUIDE
Symptoms of leaf spot in sunflower,CROP_DISEASE
Is drip irrigation good for tomato?,IRRIGATION_GUIDE
cotton me paani kab dena chahiye?,IRRIGATION_GUIDE
Which fertilizer is best for maize?,FERTILIZER_SUGGESTION
How to store millet?,STORAGE_GUIDE
Storage method for grapes,STORAGE_GUIDE
High yield variety of rice,SEED_GUIDE
potato कसा साठवावा?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How to improve soil health?,SOIL_HEALTH
Symptoms of root rot in sugarcane,CROP_DISEASE
rice ke liye beej kaunsa le?,SEED_GUIDE
wheat ke liye beej kaunsa le?,SEED_GUIDE
Symptoms of fungal infection in wheat,CROP_DISEASE
How to protect rice from leaf spot?,CROP_DISEASE
How to store potato?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
rice कसा साठवावा?,STORAGE_GUIDE
How to avoid insects while storing tomato?,STORAGE_GUIDE
Which fertilizer is best for banana?,FERTILIZER_SUGGESTION
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Which fertilizer is best for rice?,FERTILIZER_SUGGESTION
Which hybrid seeds are good for groundnut?,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
potato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
Symptoms of stem borer in millet,CROP_DISEASE
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
How to reduce soil acidity?,SOIL_HEALTH
Which fertilizer is best for cotton?,FERTILIZER_SUGGESTION
How to store potato?,STORAGE_GUIDE
How much NPK for tomato?,FERTILIZER_SUGGESTION
Will it rain today in Bhopal?,WEATHER_QUERY
How often to water rice?,IRRIGATION_GUIDE
potato me paani kab dena chahiye?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
potato ke liye beej kaunsa le?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
onion ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
Best seed variety for potato?,SEED_GUIDE
How often to water pulses?,IRRIGATION_GUIDE
groundnut me stem borer ka ilaj kya hai?,CROP_DISEASE
groundnut कसा साठवावा?,STORAGE_GUIDE
How to avoid insects while storing wheat?,STORAGE_GUIDE
Will it rain today in Pune?,WEATHER_QUERY
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
tomato ko kaise store kare?,STORAGE_GUIDE
grapes ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to protect sugarcane from blight?,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
Symptoms of whitefly in millet,CROP_DISEASE
Storage method for potato,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
rice ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How much NPK for soybean?,FERTILIZER_SUGGESTION
potato कसा साठवावा?,STORAGE_GUIDE
High yield variety of potato,SEED_GUIDE
Storage method for onion,STORAGE_GUIDE
Symptoms of aphids in millet,CROP_DISEASE
banana ला blast झाला तर काय करावे?,CROP_DISEASE
High yield variety of pulses,SEED_GUIDE
potato me paani kab dena chahiye?,IRRIGATION_GUIDE
When should I irrigate maize?,IRRIGATION_GUIDE
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
High yield variety of maize,SEED_GUIDE
How to protect banana from bollworm?,CROP_DISEASE
Is drip irrigation good for soybean?,IRRIGATION_GUIDE
Will it rain today in Lucknow?,WEATHER_QUERY
High yield variety of wheat,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
How to improve soil health?,SOIL_HEALTH
sugarcane साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
potato disease stem borer treatment?,CROP_DISEASE
What is today's weather?,WEATHER_QUERY
High yield variety of groundnut,SEED_GUIDE
Storage method for pulses,STORAGE_GUIDE
pulses ko kaise store kare?,STORAGE_GUIDE
millet me root rot ka ilaj kya hai?,CROP_DISEASE
Best seed variety for tomato?,SEED_GUIDE
wheat me paani kab dena chahiye?,IRRIGATION_GUIDE
High yield variety of millet,SEED_GUIDE
How to protect banana from whitefly?,CROP_DISEASE
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How much NPK for banana?,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
cotton ला blight झाला तर काय करावे?,CROP_DISEASE
Will it rain today in Lucknow?,WEATHER_QUERY
Which hybrid seeds are good for pulses?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
Best nutrients for wheat,FERTILIZER_SUGGESTION
Storage method for banana,STORAGE_GUIDE
maize me bollworm ka ilaj kya hai?,CROP_DISEASE
maize कसा साठवावा?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
cotton ला rust झाला तर काय करावे?,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
Best nutrients for cotton,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
banana ke liye beej kaunsa le?,SEED_GUIDE
Which fertilizer is best for sugarcane?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
pulses ला blight झाला तर काय करावे?,CROP_DISEASE
cotton कसा साठवावा?,STORAGE_GUIDE
How to protect rice from aphids?,CROP_DISEASE
groundnut कसा साठवावा?,STORAGE_GUIDE
Will it rain today in Mumbai?,WEATHER_QUERY
Humidity level today?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
Which fertilizer is best for cotton?,FERTILIZER_SUGGESTION
Which fertilizer is best for sunflower?,FERTILIZER_SUGGESTION
Best seed variety for millet?,SEED_GUIDE
Storage method for soybean,STORAGE_GUIDE
Storage method for potato,STORAGE_GUIDE
Which fertilizer is best for sunflower?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
wheat साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
potato ke liye beej kaunsa le?,SEED_GUIDE
pulses disease stem borer treatment?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
soybean साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
sugarcane ke liye beej kaunsa le?,SEED_GUIDE
sugarcane ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
rice ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Which fertilizer is best for pulses?,FERTILIZER_SUGGESTION
millet ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
groundnut me aphids ka ilaj kya hai?,CROP_DISEASE
rice ला blight झाला तर काय करावे?,CROP_DISEASE
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
maize साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Symptoms of blight in groundnut,CROP_DISEASE
millet ko kaise store kare?,STORAGE_GUIDE
How to avoid insects while storing potato?,STORAGE_GUIDE
Symptoms of root rot in soybean,CROP_DISEASE
How to protect maize from leaf spot?,CROP_DISEASE
Storage method for millet,STORAGE_GUIDE
groundnut कसा साठवावा?,STORAGE_GUIDE
Best seed variety for sugarcane?,SEED_GUIDE
Which fertilizer is best for onion?,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
rice कसा साठवावा?,STORAGE_GUIDE
Which fertilizer is best for onion?,FERTILIZER_SUGGESTION
pulses ke liye beej kaunsa le?,SEED_GUIDE
pulses ko kaise store kare?,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
pulses disease aphids treatment?,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
Kal barsaat hogi kya?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Storage method for maize,STORAGE_GUIDE
Is drip irrigation good for wheat?,IRRIGATION_GUIDE
High yield variety of cotton,SEED_GUIDE
High yield variety of onion,SEED_GUIDE
How to protect sunflower from leaf spot?,CROP_DISEASE
Symptoms of whitefly in groundnut,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
When should I irrigate sunflower?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to avoid insects while storing potato?,STORAGE_GUIDE
How to store grapes?,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Best seed variety for sunflower?,SEED_GUIDE
How much NPK for banana?,FERTILIZER_SUGGESTION
Which fertilizer is best for tomato?,FERTILIZER_SUGGESTION
sugarcane ko kaise store kare?,STORAGE_GUIDE
maize साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
grapes कसा साठवावा?,STORAGE_GUIDE
groundnut ko kaise store kare?,STORAGE_GUIDE
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
How much NPK for banana?,FERTILIZER_SUGGESTION
How often to water maize?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Will it rain today in Nagpur?,WEATHER_QUERY
onion ke liye beej kaunsa le?,SEED_GUIDE
How to store sunflower?,STORAGE_GUIDE
What is today's weather?,WEATHER_QUERY
How much NPK for wheat?,FERTILIZER_SUGGESTION
sunflower me leaf spot ka ilaj kya hai?,CROP_DISEASE
Best seed variety for cotton?,SEED_GUIDE
potato disease root rot treatment?,CROP_DISEASE
How much NPK for groundnut?,FERTILIZER_SUGGESTION
How to avoid insects while storing tomato?,STORAGE_GUIDE
When should I irrigate tomato?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
Symptoms of bollworm in cotton,CROP_DISEASE
How much NPK for sugarcane?,FERTILIZER_SUGGESTION
How often to water pulses?,IRRIGATION_GUIDE
soybean कसा साठवावा?,STORAGE_GUIDE
Best nutrients for banana,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
High yield variety of pulses,SEED_GUIDE
How to avoid insects while storing millet?,STORAGE_GUIDE
Will it rain today in Delhi?,WEATHER_QUERY
rice ला blast झाला तर काय करावे?,CROP_DISEASE
sunflower ला root rot झाला तर काय करावे?,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
banana साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
maize ला aphids झाला तर काय करावे?,CROP_DISEASE
When should I irrigate potato?,IRRIGATION_GUIDE
Symptoms of rust in onion,CROP_DISEASE
What is today's weather?,WEATHER_QUERY
rice me paani kab dena chahiye?,IRRIGATION_GUIDE
potato साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to improve soil health?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
sunflower me paani kab dena chahiye?,IRRIGATION_GUIDE
How to protect grapes from bollworm?,CROP_DISEASE
sugarcane ko kaise store kare?,STORAGE_GUIDE
cotton disease blast treatment?,CROP_DISEASE
cotton ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best nutrients for groundnut,FERTILIZER_SUGGESTION
Best seed variety for banana?,SEED_GUIDE
How much NPK for sugarcane?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
rice ला fungal infection झाला तर काय करावे?,CROP_DISEASE
How to protect pulses from aphids?,CROP_DISEASE
pulses ke liye beej kaunsa le?,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
sugarcane ko kaise store kare?,STORAGE_GUIDE
Will it rain today in Lucknow?,WEATHER_QUERY
Humidity level today?,WEATHER_QUERY
sunflower disease aphids treatment?,CROP_DISEASE
When should I irrigate soybean?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Symptoms of aphids in pulses,CROP_DISEASE
Will it rain today in Bhopal?,WEATHER_QUERY
maize ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Storage method for sunflower,STORAGE_GUIDE
Will it rain today in Pune?,WEATHER_QUERY
Best seed variety for sugarcane?,SEED_GUIDE
onion disease stem borer treatment?,CROP_DISEASE
How to avoid insects while storing groundnut?,STORAGE_GUIDE
How often to water groundnut?,IRRIGATION_GUIDE
When should I irrigate banana?,IRRIGATION_GUIDE
Which hybrid seeds are good for grapes?,SEED_GUIDE
tomato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Is drip irrigation good for cotton?,IRRIGATION_GUIDE
How to store sugarcane?,STORAGE_GUIDE
How to store rice?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
groundnut ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
grapes कसा साठवावा?,STORAGE_GUIDE
Will it rain today in Bhopal?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
pulses me rust ka ilaj kya hai?,CROP_DISEASE
Best seed variety for wheat?,SEED_GUIDE
sunflower ke liye beej kaunsa le?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
How often to water potato?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
sugarcane disease aphids treatment?,CROP_DISEASE
Symptoms of fungal infection in wheat,CROP_DISEASE
Is drip irrigation good for rice?,IRRIGATION_GUIDE
How much NPK for wheat?,FERTILIZER_SUGGESTION
soybean साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How much NPK for potato?,FERTILIZER_SUGGESTION
Best nutrients for millet,FERTILIZER_SUGGESTION
When should I irrigate cotton?,IRRIGATION_GUIDE
soybean साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Will it rain today in Delhi?,WEATHER_QUERY
High yield variety of sunflower,SEED_GUIDE
cotton me blight ka ilaj kya hai?,CROP_DISEASE
groundnut ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to store cotton?,STORAGE_GUIDE
pulses ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
How to store soybean?,STORAGE_GUIDE
Storage method for sugarcane,STORAGE_GUIDE
High yield variety of onion,SEED_GUIDE
cotton साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to protect sunflower from rust?,CROP_DISEASE
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
How to avoid insects while storing millet?,STORAGE_GUIDE
Storage method for banana,STORAGE_GUIDE
Which hybrid seeds are good for maize?,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Is drip irrigation good for pulses?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
grapes ला blast झाला तर काय करावे?,CROP_DISEASE
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
Best seed variety for wheat?,SEED_GUIDE
High yield variety of grapes,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Storage method for potato,STORAGE_GUIDE
How to store millet?,STORAGE_GUIDE
How often to water maize?,IRRIGATION_GUIDE
Which hybrid seeds are good for onion?,SEED_GUIDE
wheat ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How to protect wheat from blight?,CROP_DISEASE
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How often to water potato?,IRRIGATION_GUIDE
Symptoms of whitefly in groundnut,CROP_DISEASE
sunflower ला fungal infection झाला तर काय करावे?,CROP_DISEASE
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
Best seed variety for soybean?,SEED_GUIDE
Which hybrid seeds are good for tomato?,SEED_GUIDE
How much NPK for maize?,FERTILIZER_SUGGESTION
pulses me bollworm ka ilaj kya hai?,CROP_DISEASE
Storage method for banana,STORAGE_GUIDE
Is drip irrigation good for banana?,IRRIGATION_GUIDE
Best nutrients for millet,FERTILIZER_SUGGESTION
How much NPK for wheat?,FERTILIZER_SUGGESTION
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
banana ko kaise store kare?,STORAGE_GUIDE
How often to water millet?,IRRIGATION_GUIDE
sunflower ko kaise store kare?,STORAGE_GUIDE
Symptoms of bollworm in sugarcane,CROP_DISEASE
How to avoid insects while storing potato?,STORAGE_GUIDE
groundnut ke liye beej kaunsa le?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
How often to water cotton?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
onion साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
soybean साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to avoid insects while storing cotton?,STORAGE_GUIDE
How much NPK for rice?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
maize साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
grapes ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best nutrients for millet,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
onion ला root rot झाला तर काय करावे?,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
grapes ko kaise store kare?,STORAGE_GUIDE
cotton ke liye beej kaunsa le?,SEED_GUIDE
Best nutrients for maize,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
Which hybrid seeds are good for banana?,SEED_GUIDE
How to store onion?,STORAGE_GUIDE
millet ko kaise store kare?,STORAGE_GUIDE
When should I irrigate pulses?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
rice me whitefly ka ilaj kya hai?,CROP_DISEASE
potato ला root rot झाला तर काय करावे?,CROP_DISEASE
Which hybrid seeds are good for grapes?,SEED_GUIDE
How to store cotton?,STORAGE_GUIDE
cotton me paani kab dena chahiye?,IRRIGATION_GUIDE
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
pulses ला fungal infection झाला तर काय करावे?,CROP_DISEASE
How to store maize?,STORAGE_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
When should I irrigate tomato?,IRRIGATION_GUIDE
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
Symptoms of rust in banana,CROP_DISEASE
How to protect groundnut from aphids?,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
How much NPK for maize?,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
grapes साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
Storage method for millet,STORAGE_GUIDE
sugarcane साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
sunflower disease stem borer treatment?,CROP_DISEASE
Which hybrid seeds are good for tomato?,SEED_GUIDE
How to store grapes?,STORAGE_GUIDE
Which fertilizer is best for banana?,FERTILIZER_SUGGESTION
Will it rain today in Pune?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
sugarcane साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
grapes ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to avoid insects while storing millet?,STORAGE_GUIDE
Will it rain today in Mumbai?,WEATHER_QUERY
potato me paani kab dena chahiye?,IRRIGATION_GUIDE
sugarcane ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
grapes ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
potato disease rust treatment?,CROP_DISEASE
Storage method for rice,STORAGE_GUIDE
onion ke liye beej kaunsa le?,SEED_GUIDE
groundnut कसा साठवावा?,STORAGE_GUIDE
How to protect soybean from rust?,CROP_DISEASE
Best nutrients for wheat,FERTILIZER_SUGGESTION
Which fertilizer is best for groundnut?,FERTILIZER_SUGGESTION
When should I irrigate potato?,IRRIGATION_GUIDE
How to store sugarcane?,STORAGE_GUIDE
Symptoms of blight in cotton,CROP_DISEASE
grapes me paani kab dena chahiye?,IRRIGATION_GUIDE
Storage method for rice,STORAGE_GUIDE
tomato ko kaise store kare?,STORAGE_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Which hybrid seeds are good for soybean?,SEED_GUIDE
Symptoms of aphids in pulses,CROP_DISEASE
groundnut ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How to protect cotton from root rot?,CROP_DISEASE
rice ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Symptoms of blast in banana,CROP_DISEASE
Best nutrients for rice,FERTILIZER_SUGGESTION
